Tracking Nos.,Client Nos.,Comments
70191640000164106422,38525.02,4868 and check payment; Stack 1
70192280000060192481,48755.02,4868 and check payment; Stack 1
9114902200789659810412,23126.02,Stack 1
9114902200789659710238,02541.02,Source Docs; Stack 1
9114902200789659810320,94890.02,Stack 1
9114902200789659810290,23126.02,Stack 1
9114902200789659810306,25519.02,Stack 1
9114902200852116737802,00442.02,Stack 1
9114902200852453171765,28948.02,Stack 1
70211970000045308191,08104.201,Notice Form 706; Here before me
70211970000045307835,17679.02,2023 TFTR; Here before me
70211970000045309723,22819.02,2022 Tax Notice CP23; Here before me
70211970000045308061,91979.02,Notice CP126A; Here before me
70211970000045308856,91265.02,Here before me
70211970000045307965,22317.02,Notice CP126A; Here before me
70191640000164106507,49300.02,Form 4868; Slip Only
70192280000060192474,91308.02,Form 4868; Stack 2
70211970000045308634,03095.02,Notice FAE173; Stack 2
70191640000164105357,62352.02,Response to Notice 105C; Stack 2
70192280000060191101,03084.02,Form 4; Stack 2
70192280000060191941,05844.02,1040ES April Payment; Stack 2
70196140000164105869,60475.02,4868 and check; Stack 2
70191640000164105913,17335.2,Form 4868; Stack 2
70191640000164105265,82782.02,Form 7004; Stack 2
70192280000060190616,25938.02,Form 7004N Ext; Stack 2
70192280000060190173,40345.02,Response to L1195057936; Stack 2
70191640000164105647,82275.02,Form 7004; Stack 2
70211970000045308283,39919.02,1040ES 4th Qtr; Stack 2
70191640000164105234,18549.5256,Form 7004; Stack 2
70211970000045308269,12716.02,1040ES 4th Qtr; Stack 2
70191640000164105319,89762.02,2020 1120S (Amended); Stack 2
70191640000164106705,66723.02,LLC Fee CA 2022; Stack 2
70191640000164106569,70380.02,Form 4868; Stack 2
70191640000164106583,94839.02,Form 4868; Stack 2
70191640000164106545,36568.02,Form 4868; Stack 2
70211970000045308634,3095.02,Notice FAE173; Stack 2
70191640000164106552,69190.02,Form 4868; Stack 3
70191640000164106477,24720.02,Form 4868; Stack 3
70191640000164106484,0303.02,Form 4868; Stack 3
70191640000164106521,30125.02,Form 4868; Stack 3
70191640000164106538,49788.02,Form 4868; Stack 3
70191640000164106514,94870.02,Form 4868; Stack 3
70191640000164106491,84384.02,Form 4868; Stack 3
70191640000164106460,08012.02,Form 4868; Stack 3
70191640000164106453,04457.02,Form 4868; Stack 3
70191640000164106446,79902.02,Form 4868; Stack 3
70191640000164106439,54835.02,Form 4868; Stack 3
70191640000164106415,19792.201,Form 4868; Stack 3
70191640000164106323,52432.02,Form 4868; Stack 3
70191640000164106361,46065.02,Form 4868; Stack 3
70191640000164106378,04455.02,Form 4868; Stack 3
70191640000164106286,60290.02,Form 4868; Stack 3
70191640000164106224,04291.02,2023 Voucher 1; Stack 3
70191640000164106194,76088.02,Form 4868; Stack 3
70191640000164106200,52955.02,Form 4868; Stack 3
70191640000164106170,38491.02,Form 4868; Stack 3
70191640000164106118,79029.02,Form 1040V; Stack 3
70191640000164106101,36026.2,Form 4868; Stack 3
70191640000164106095,42649.02,Form 4868; Stack 3
70191640000164106088,82731.02,Form 4868; Stack 3
70192280000060192504,90800.02,Form 4868; Stack 3
70192280000060192498,36021.02,Form 4868; Stack 3
70191640000164106019,27852.02,Form 4868; Stack 3
70192280000060192221,75555.02,Form 4868; Stack 4
70192280000060192177,70284.02,Form 4868; Stack 4
70191640000164105838,82071.02,Form 4868; Stack 4
70191640000164105746,56076.02,Form 1040ES V1; Stack 4
70191640000164105715,02109.02,Form 4868; Stack 4
70191640000164105708,94838.02,Form 4868; Stack 4
70191640000164105692,94843.02,Form 4868; Stack 4
70192280000060192436,75805.02,Form 4868; Stack 4
70192280000060192429,00181.02,Form 4868; Stack 4
70192280000060192337,84672.02,Form 1040ES V1; Stack 4
70192280000060192313,21251.02,Form 4868; Stack 4
70192280000060192320,20357.02,Form 4868; Stack 4
70192280000060192306,74497.02,1040ES V1; Stack 4
70192280000060192290,21251.02,Form 1040ES V1; Stack 4
70192280000060192283,18994.02,Form 1040ES; Stack 4
70192280000060192252,72589.02,Form 4868; Stack 4
70192280000060192269,00468.02,Form 4868; Stack 4
70192280000060192214,40622.02,Form 4868; Stack 4
70192280000060192207,83686.02,Form 4868; Stack 4
70192280000060192184,15305.02,Form 4868; Stack 4
70192280000060192160,24728.02,Form 4868; Stack 4
70192280000060192146,55567.02,Form 4868; Stack 4
70192280000060192153,55568.02,Form 4868; Stack 4
70192280000060192351,45930.02,Form 4868; Stack 4
70192280000060192139,55569.02,Form 4868; Stack 4
70192280000060192115,05842.02,Form 4868; Stack 4
70192280000060192085,05842.02,Form 1040ES April Payment; Stack 4
70192280000060192054,56148.02,Form 4868; Stack 4
70192280000060192061,40955.02,Form 4868; Stack 4
70192280000060192030,23005.02,Form 4868; Stack 4
70192280000060192047,75837.02,Form 4868; Stack 4
70192280000060192009,36900.02,Form 4868; Stack 4
70192280000060191996,09568.02,Form 4868; Stack 4
70192280000060191989,05844.02,Form 4868; Stack 4
70192280000060191033,62764.02,Form 4868; Stack 4
70192280000060190906,09941.02,2023 1040V; Stack 4
70192280000060190890,33905.02,2022 1040V; Stack 4
70191640000164105944,12690.02,Form 4868; Stack 4
9589071052701128330908,80901.02,Response to Letter CP162A
9589071052701128330625,63769.02,Form 709
70211970000045303011,04522.2,Notice CP161
9589071052701128330472,05844.02,LA-ES June Payment
9589071052701128330489,05842.02,LA-ES June Payment
9589071052701128330182,12710.02,1040ES Voucher 2
9114902200852144849157,55583.02,Source Docs
9114902200852144849201,46961.02,Source Docs
9114902200852144849188,63768.02,Source Docs
9114902200852144849263,14300.02,Source Docs
9114902200852144849478,90797.02,Form 1040
70211970000045302830,48685.02,Copies of 105C Letter and Form 2848
9589017052701128330984,28936.200,2nd TFTR Ext
9589017052701128330977,00065.205,2nd TFTR Ext
9589071052701128331486,25106.02,2nd TFTR Ext
70211970000045303103,05846.02,LA Tax Voucher Payment
9114901230803154974593,22358.02,Source Docs
70211970000045303059,00281.02,Form 2848
9114901230803154974852,34514.02,Form 1040 and Source Docs
70211970000045302830,,Copies of 105CLetter and 2848; no Receipt
9114901230803154974937,50598.02,Copy of Letter 3174-A to client
9589071052701128331769,02921.02,Response to Notice CP162A
9589071052701128331745,35217.02,Response to Notice CP282
9589071052701128331752,35217.02,Response to Notice CP162A
958907105270112831639,06602.02,Butler Co. Occupational
70212720000008510252,23524.02 (signer),Form 56
9114901230801247550051,91280.02,Source Docs
9114901230801247550150,19683.02,Source Docs
9114901230801247550143,10774.02,Source Docs
9114901230801247550136,92815.02,Source Docs
70211970000045303363,28037.02,2023 Form 1041 QFT
9589071052701128332285,47209.02,Form 1040V
9589071052701128332254,92819.02,Form 56
9589071052701128332278,92817.02,Form 56
9589071052701128332261,92818.02,Form 56
9589071052701128332216,92575.02,Form 56
9589071052701128332223,92700.02,Form 56
9589071052701128332230,92480.02,Form 56
9589071052701128332247,94279.02,Form 56
9114901230801247550204, 15828.02,1040 and source docs
9114901230801247550198,82867.02,Source Docs
9114901230801247550181,08012.02,Source Docs
9114901230801247550174,24743.02,Source Docs
9114901230801247550211,78168.02,Source Docs
9114901230801247550228,11140.02,Source Docs
9534614529414275879393,35955.02,Form 5227 & Source Docs
9534614529414275879393,35957.02,Form 5227 & Source Docs
9534614529414275879393,35949.02,Source Docs
9114901230801247550242,21969.02,Return & Source Docs
70212720000008510276,66512.02,2023 Form 709
9534614529444276988602,35949.02,Taxpayer copy of form 1040
9114901230801247550259,15272.02,Source Docs
9114901230801247550266,09860.02,Source Docs
9114901230803154973060,36568.02,Form 1040
9114901230801247550273,58198.02,Source Docs
